region	chr	midPos	Nsites
(77762,78261)(77800,78299)(77800,78300)	Pt	78050	501	0.456056
(77862,78361)(77900,78399)(77900,78400)	Pt	78150	501	0.431261
(77962,78461)(78000,78499)(78000,78500)	Pt	78250	501	0.426982
(78062,78561)(78100,78599)(78100,78600)	Pt	78350	501	0.418246
(78162,78661)(78200,78699)(78200,78700)	Pt	78450	501	0.394907
(78262,78761)(78300,78799)(78300,78800)	Pt	78550	501	0.419378
(78362,78861)(78400,78899)(78400,78900)	Pt	78650	501	0.450682
(78462,78961)(78500,78999)(78500,79000)	Pt	78750	501	0.446507
(78562,79061)(78600,79099)(78600,79100)	Pt	78850	501	0.451013
(78662,79161)(78700,79199)(78700,79200)	Pt	78950	501	0.437044
(78762,79261)(78800,79299)(78800,79300)	Pt	79050	501	0.408829
(78862,79361)(78900,79399)(78900,79400)	Pt	79150	501	0.357187
(78962,79461)(79000,79499)(79000,79500)	Pt	79250	501	0.379413
(79062,79561)(79100,79599)(79100,79600)	Pt	79350	501	0.359047
(79162,79661)(79200,79699)(79200,79700)	Pt	79450	501	0.373569
(79262,79761)(79300,79799)(79300,79800)	Pt	79550	501	0.362176
(79362,79861)(79400,79899)(79400,79900)	Pt	79650	501	0.382418
(79462,79961)(79500,79999)(79500,80000)	Pt	79750	501	0.415364
(79562,80061)(79600,80099)(79600,80100)	Pt	79850	501	0.442916
(79662,80161)(79700,80199)(79700,80200)	Pt	79950	501	0.486865
(79762,80261)(79800,80299)(79800,80300)	Pt	80050	501	0.485833
(79862,80361)(79900,80399)(79900,80400)	Pt	80150	501	0.500975
(79962,80461)(80000,80499)(80000,80500)	Pt	80250	501	0.502339
(80062,80561)(80100,80599)(80100,80600)	Pt	80350	501	0.492397
(80162,80661)(80200,80699)(80200,80700)	Pt	80450	501	0.476556
(80262,80761)(80300,80799)(80300,80800)	Pt	80550	501	0.486735
(80362,80861)(80400,80899)(80400,80900)	Pt	80650	501	0.448748
(80462,80961)(80500,80999)(80500,81000)	Pt	80750	501	0.415566
(80562,81061)(80600,81099)(80600,81100)	Pt	80850	501	0.414783
(80662,81161)(80700,81199)(80700,81200)	Pt	80950	501	0.383589
(80762,81261)(80800,81299)(80800,81300)	Pt	81050	501	0.355130
(80862,81361)(80900,81399)(80900,81400)	Pt	81150	501	0.388332
(80962,81461)(81000,81499)(81000,81500)	Pt	81250	501	0.402492
(81062,81561)(81100,81599)(81100,81600)	Pt	81350	501	0.416670
(81162,81661)(81200,81699)(81200,81700)	Pt	81450	501	0.414105
(81262,81761)(81300,81799)(81300,81800)	Pt	81550	501	0.451926
(81362,81861)(81400,81899)(81400,81900)	Pt	81650	501	0.432209
(81462,81961)(81500,81999)(81500,82000)	Pt	81750	501	0.415633
(81562,82061)(81600,82099)(81600,82100)	Pt	81850	501	0.446506
(81662,82161)(81700,82199)(81700,82200)	Pt	81950	501	0.435757
(81762,82261)(81800,82299)(81800,82300)	Pt	82050	501	0.433340
(81862,82361)(81900,82399)(81900,82400)	Pt	82150	501	0.429052
(81962,82461)(82000,82499)(82000,82500)	Pt	82250	501	0.449524
(82062,82561)(82100,82599)(82100,82600)	Pt	82350	501	0.438009
(82162,82661)(82200,82699)(82200,82700)	Pt	82450	501	0.467805
(82262,82761)(82300,82799)(82300,82800)	Pt	82550	501	0.497430
(82362,82861)(82400,82899)(82400,82900)	Pt	82650	501	0.536710
(82462,82961)(82500,82999)(82500,83000)	Pt	82750	501	0.559058
(82562,83061)(82600,83099)(82600,83100)	Pt	82850	501	0.560332
(82662,83161)(82700,83199)(82700,83200)	Pt	82950	501	0.663115
(82762,83261)(82800,83299)(82800,83300)	Pt	83050	501	0.734071
(82862,83361)(82900,83399)(82900,83400)	Pt	83150	501	0.799513
(82962,83461)(83000,83499)(83000,83500)	Pt	83250	501	0.803932
(83062,83561)(83100,83599)(83100,83600)	Pt	83350	501	0.814806
(83162,83661)(83200,83699)(83200,83700)	Pt	83450	501	0.819444
(83262,83761)(83300,83799)(83300,83800)	Pt	83550	501	0.806183
(83362,83861)(83400,83899)(83400,83900)	Pt	83650	501	0.799182
(83462,83961)(83500,83999)(83500,84000)	Pt	83750	501	0.818589
(83562,84061)(83600,84099)(83600,84100)	Pt	83850	501	0.820873
(83662,84161)(83700,84199)(83700,84200)	Pt	83950	501	0.808332
(83762,84261)(83800,84299)(83800,84300)	Pt	84050	501	0.819347
(83862,84361)(83900,84399)(83900,84400)	Pt	84150	501	0.816132
(83962,84461)(84000,84499)(84000,84500)	Pt	84250	501	0.779019
(84062,84561)(84100,84599)(84100,84600)	Pt	84350	501	0.778636
(84162,84661)(84200,84699)(84200,84700)	Pt	84450	501	0.688151
(84262,84761)(84300,84799)(84300,84800)	Pt	84550	501	0.674288
(84362,84861)(84400,84899)(84400,84900)	Pt	84650	501	0.632901
(84462,84961)(84500,84999)(84500,85000)	Pt	84750	501	0.633589
(84562,85061)(84600,85099)(84600,85100)	Pt	84850	501	0.495706
(84662,85161)(84700,85199)(84700,85200)	Pt	84950	501	0.496754
(84762,85261)(84800,85299)(84800,85300)	Pt	85050	501	0.452076
(84862,85361)(84900,85399)(84900,85400)	Pt	85150	501	0.380853
(84962,85461)(85000,85499)(85000,85500)	Pt	85250	501	0.695929
(85062,85561)(85100,85599)(85100,85600)	Pt	85350	501	0.794613
(85162,85661)(85200,85699)(85200,85700)	Pt	85450	501	0.794532
(85262,85761)(85300,85799)(85300,85800)	Pt	85550	501	0.789086
(85362,85861)(85400,85899)(85400,85900)	Pt	85650	501	0.787526
(85462,85961)(85500,85999)(85500,86000)	Pt	85750	501	0.768156
(85562,86061)(85600,86099)(85600,86100)	Pt	85850	501	0.592645
(85662,86161)(85700,86199)(85700,86200)	Pt	85950	501	0.625108
(85762,86261)(85800,86299)(85800,86300)	Pt	86050	501	0.616513
(85862,86361)(85900,86399)(85900,86400)	Pt	86150	501	0.619305
(85962,86461)(86000,86499)(86000,86500)	Pt	86250	501	0.773342
(86062,86561)(86100,86599)(86100,86600)	Pt	86350	501	0.773122
(86162,86661)(86200,86699)(86200,86700)	Pt	86450	501	0.809955
(86262,86761)(86300,86799)(86300,86800)	Pt	86550	501	0.919127
(86362,86861)(86400,86899)(86400,86900)	Pt	86650	501	0.824664
(86462,86961)(86500,86999)(86500,87000)	Pt	86750	501	0.877992
(86562,87061)(86600,87099)(86600,87100)	Pt	86850	501	0.879116
(86662,87161)(86700,87199)(86700,87200)	Pt	86950	501	0.867601
(86762,87261)(86800,87299)(86800,87300)	Pt	87050	501	0.867633
(86862,87361)(86900,87399)(86900,87400)	Pt	87150	501	0.898434
(86962,87461)(87000,87499)(87000,87500)	Pt	87250	501	0.836192
(87062,87561)(87100,87599)(87100,87600)	Pt	87350	501	0.836849
(87162,87661)(87200,87699)(87200,87700)	Pt	87450	501	0.801685
(87262,87761)(87300,87799)(87300,87800)	Pt	87550	501	0.797233
(87362,87861)(87400,87899)(87400,87900)	Pt	87650	501	0.796968
(87462,87961)(87500,87999)(87500,88000)	Pt	87750	501	0.773491
(87562,88061)(87600,88099)(87600,88100)	Pt	87850	501	0.778240
(87662,88161)(87700,88199)(87700,88200)	Pt	87950	501	0.774853
(87762,88261)(87800,88299)(87800,88300)	Pt	88050	501	0.726264
(87862,88361)(87900,88399)(87900,88400)	Pt	88150	501	0.726211
(87962,88461)(88000,88499)(88000,88500)	Pt	88250	501	0.767261
(88062,88561)(88100,88599)(88100,88600)	Pt	88350	501	0.744286
(88162,88661)(88200,88699)(88200,88700)	Pt	88450	501	0.743863
(88262,88761)(88300,88799)(88300,88800)	Pt	88550	501	0.784683
(88362,88861)(88400,88899)(88400,88900)	Pt	88650	501	0.783886
(88462,88961)(88500,88999)(88500,89000)	Pt	88750	501	0.744718
(88562,89061)(88600,89099)(88600,89100)	Pt	88850	501	0.737594
(88662,89161)(88700,89199)(88700,89200)	Pt	88950	501	0.725675
(88762,89261)(88800,89299)(88800,89300)	Pt	89050	501	0.565341
(88862,89361)(88900,89399)(88900,89400)	Pt	89150	501	0.751303
(88962,89461)(89000,89499)(89000,89500)	Pt	89250	501	0.751917
(89062,89561)(89100,89599)(89100,89600)	Pt	89350	501	0.758196
(89162,89661)(89200,89699)(89200,89700)	Pt	89450	501	0.743318
(89262,89761)(89300,89799)(89300,89800)	Pt	89550	501	0.854123
(89362,89861)(89400,89899)(89400,89900)	Pt	89650	501	0.881582
(89462,89961)(89500,89999)(89500,90000)	Pt	89750	501	0.881834
(89562,90061)(89600,90099)(89600,90100)	Pt	89850	501	0.883414
(89662,90161)(89700,90199)(89700,90200)	Pt	89950	501	0.865893
(89762,90261)(89800,90299)(89800,90300)	Pt	90050	501	0.790508
(89862,90361)(89900,90399)(89900,90400)	Pt	90150	501	0.789740
(89962,90461)(90000,90499)(90000,90500)	Pt	90250	501	0.824162
(90062,90561)(90100,90599)(90100,90600)	Pt	90350	501	0.824726
(90162,90661)(90200,90699)(90200,90700)	Pt	90450	501	0.857773
(90262,90761)(90300,90799)(90300,90800)	Pt	90550	501	0.887481
(90362,90861)(90400,90899)(90400,90900)	Pt	90650	501	0.862697
(90462,90961)(90500,90999)(90500,91000)	Pt	90750	501	0.835668
(90562,91061)(90600,91099)(90600,91100)	Pt	90850	501	0.803896
(90662,91161)(90700,91199)(90700,91200)	Pt	90950	501	0.770001
(90762,91261)(90800,91299)(90800,91300)	Pt	91050	501	0.769857
(90862,91361)(90900,91399)(90900,91400)	Pt	91150	501	0.751139
(90962,91461)(91000,91499)(91000,91500)	Pt	91250	501	0.689917
(91062,91561)(91100,91599)(91100,91600)	Pt	91350	501	0.766430
(91162,91661)(91200,91699)(91200,91700)	Pt	91450	501	0.766212
(91262,91761)(91300,91799)(91300,91800)	Pt	91550	501	0.766070
(91362,91861)(91400,91899)(91400,91900)	Pt	91650	501	0.767192
(91462,91961)(91500,91999)(91500,92000)	Pt	91750	501	0.748847
(91562,92061)(91600,92099)(91600,92100)	Pt	91850	501	0.715147
(91662,92161)(91700,92199)(91700,92200)	Pt	91950	501	0.679978
(91762,92261)(91800,92299)(91800,92300)	Pt	92050	501	0.769334
(91862,92361)(91900,92399)(91900,92400)	Pt	92150	501	0.767796
(91962,92461)(92000,92499)(92000,92500)	Pt	92250	501	0.722602
(92062,92561)(92100,92599)(92100,92600)	Pt	92350	501	0.722331
(92162,92661)(92200,92699)(92200,92700)	Pt	92450	501	0.717755
(92262,92761)(92300,92799)(92300,92800)	Pt	92550	501	0.707447
(92362,92861)(92400,92899)(92400,92900)	Pt	92650	501	0.705210
(92462,92961)(92500,92999)(92500,93000)	Pt	92750	501	0.741309
(92562,93061)(92600,93099)(92600,93100)	Pt	92850	501	0.749378
(92662,93161)(92700,93199)(92700,93200)	Pt	92950	501	0.771338
(92762,93261)(92800,93299)(92800,93300)	Pt	93050	501	0.773312
(92862,93361)(92900,93399)(92900,93400)	Pt	93150	501	0.806967
(92962,93461)(93000,93499)(93000,93500)	Pt	93250	501	0.784446
(93062,93561)(93100,93599)(93100,93600)	Pt	93350	501	0.781489
(93162,93661)(93200,93699)(93200,93700)	Pt	93450	501	0.730865
(93262,93761)(93300,93799)(93300,93800)	Pt	93550	501	0.723484
(93362,93861)(93400,93899)(93400,93900)	Pt	93650	501	0.723567
(93462,93961)(93500,93999)(93500,94000)	Pt	93750	501	0.705303
(93562,94061)(93600,94099)(93600,94100)	Pt	93850	501	0.691812
(93662,94161)(93700,94199)(93700,94200)	Pt	93950	501	0.695355
(93762,94261)(93800,94299)(93800,94300)	Pt	94050	501	0.707984
(93862,94361)(93900,94399)(93900,94400)	Pt	94150	501	0.707637
(93962,94461)(94000,94499)(94000,94500)	Pt	94250	501	0.756662
(94062,94561)(94100,94599)(94100,94600)	Pt	94350	501	0.758189
(94162,94661)(94200,94699)(94200,94700)	Pt	94450	501	0.767600
(94262,94761)(94300,94799)(94300,94800)	Pt	94550	501	0.285693
(94362,94861)(94400,94899)(94400,94900)	Pt	94650	501	0.664169
(94462,94961)(94500,94999)(94500,95000)	Pt	94750	501	0.744704
(94562,95061)(94600,95099)(94600,95100)	Pt	94850	501	0.744360
(94662,95161)(94700,95199)(94700,95200)	Pt	94950	501	0.745471
(94762,95261)(94800,95299)(94800,95300)	Pt	95050	501	0.743953
(94862,95361)(94900,95399)(94900,95400)	Pt	95150	501	0.788349
(94962,95461)(95000,95499)(95000,95500)	Pt	95250	501	0.714261
(95062,95561)(95100,95599)(95100,95600)	Pt	95350	501	0.714330
(95162,95661)(95200,95699)(95200,95700)	Pt	95450	501	0.779057
(95262,95761)(95300,95799)(95300,95800)	Pt	95550	501	0.749236
(95362,95861)(95400,95899)(95400,95900)	Pt	95650	501	0.756909
(95462,95961)(95500,95999)(95500,96000)	Pt	95750	501	0.754082
(95562,96061)(95600,96099)(95600,96100)	Pt	95850	501	0.743137
(95662,96161)(95700,96199)(95700,96200)	Pt	95950	501	0.730228
(95762,96261)(95800,96299)(95800,96300)	Pt	96050	501	0.728604
(95862,96361)(95900,96399)(95900,96400)	Pt	96150	501	0.712283
(95962,96461)(96000,96499)(96000,96500)	Pt	96250	501	0.715057
(96062,96561)(96100,96599)(96100,96600)	Pt	96350	501	0.719126
(96162,96661)(96200,96699)(96200,96700)	Pt	96450	501	0.638361
(96262,96761)(96300,96799)(96300,96800)	Pt	96550	501	0.788281
(96362,96861)(96400,96899)(96400,96900)	Pt	96650	501	0.786671
(96462,96961)(96500,96999)(96500,97000)	Pt	96750	501	0.806762
(96562,97061)(96600,97099)(96600,97100)	Pt	96850	501	0.850058
(96662,97161)(96700,97199)(96700,97200)	Pt	96950	501	0.818111
(96762,97261)(96800,97299)(96800,97300)	Pt	97050	501	0.817765
(96862,97361)(96900,97399)(96900,97400)	Pt	97150	501	0.818142
(96962,97461)(97000,97499)(97000,97500)	Pt	97250	501	0.816375
(97062,97561)(97100,97599)(97100,97600)	Pt	97350	501	0.765796
(97162,97661)(97200,97699)(97200,97700)	Pt	97450	501	0.695991
(97262,97761)(97300,97799)(97300,97800)	Pt	97550	501	0.743532
(97362,97861)(97400,97899)(97400,97900)	Pt	97650	501	0.743621
(97462,97961)(97500,97999)(97500,98000)	Pt	97750	501	0.759339
(97562,98061)(97600,98099)(97600,98100)	Pt	97850	501	0.784274
(97662,98161)(97700,98199)(97700,98200)	Pt	97950	501	0.791423
(97762,98261)(97800,98299)(97800,98300)	Pt	98050	501	0.783061
(97862,98361)(97900,98399)(97900,98400)	Pt	98150	501	0.793816
(97962,98461)(98000,98499)(98000,98500)	Pt	98250	501	0.796535
(98062,98561)(98100,98599)(98100,98600)	Pt	98350	501	0.785489
(98162,98661)(98200,98699)(98200,98700)	Pt	98450	501	0.775083
(98262,98761)(98300,98799)(98300,98800)	Pt	98550	501	0.775560
(98362,98861)(98400,98899)(98400,98900)	Pt	98650	501	0.771384
(98462,98961)(98500,98999)(98500,99000)	Pt	98750	501	0.791615
(98562,99061)(98600,99099)(98600,99100)	Pt	98850	501	0.823913
(98662,99161)(98700,99199)(98700,99200)	Pt	98950	501	0.938582
(98762,99261)(98800,99299)(98800,99300)	Pt	99050	501	0.866149
(98862,99361)(98900,99399)(98900,99400)	Pt	99150	501	0.865617
(98962,99461)(99000,99499)(99000,99500)	Pt	99250	501	0.785776
(99062,99561)(99100,99599)(99100,99600)	Pt	99350	501	0.787119
(99162,99661)(99200,99699)(99200,99700)	Pt	99450	501	0.789165
(99262,99761)(99300,99799)(99300,99800)	Pt	99550	501	0.370075
(99362,99861)(99400,99899)(99400,99900)	Pt	99650	501	0.690983
(99462,99961)(99500,99999)(99500,100000)	Pt	99750	501	0.691074
(99562,100061)(99600,100099)(99600,100100)	Pt	99850	501	0.691667
(99662,100161)(99700,100199)(99700,100200)	Pt	99950	501	0.690660
(99762,100261)(99800,100299)(99800,100300)	Pt	100050	501	0.690719
(99862,100361)(99900,100399)(99900,100400)	Pt	100150	501	0.688532
(99962,100461)(100000,100499)(100000,100500)	Pt	100250	501	0.696423
(100062,100561)(100100,100599)(100100,100600)	Pt	100350	501	0.847403
(100162,100661)(100200,100699)(100200,100700)	Pt	100450	501	0.848941
(100262,100761)(100300,100799)(100300,100800)	Pt	100550	501	0.814562
(100362,100861)(100400,100899)(100400,100900)	Pt	100650	501	0.814513
(100462,100961)(100500,100999)(100500,101000)	Pt	100750	501	0.815108
(100562,101061)(100600,101099)(100600,101100)	Pt	100850	501	0.774164
(100662,101161)(100700,101199)(100700,101200)	Pt	100950	501	0.774293
(100762,101261)(100800,101299)(100800,101300)	Pt	101050	501	0.602216
(100862,101361)(100900,101399)(100900,101400)	Pt	101150	501	0.577315
(100962,101461)(101000,101499)(101000,101500)	Pt	101250	501	0.719419
(101062,101561)(101100,101599)(101100,101600)	Pt	101350	501	0.731416
(101162,101661)(101200,101699)(101200,101700)	Pt	101450	501	0.769879
(101262,101761)(101300,101799)(101300,101800)	Pt	101550	501	0.785565
(101362,101861)(101400,101899)(101400,101900)	Pt	101650	501	0.785740
(101462,101961)(101500,101999)(101500,102000)	Pt	101750	501	0.809462
(101562,102061)(101600,102099)(101600,102100)	Pt	101850	501	0.811661
(101662,102161)(101700,102199)(101700,102200)	Pt	101950	501	0.811454
(101762,102261)(101800,102299)(101800,102300)	Pt	102050	501	0.788300
(101862,102361)(101900,102399)(101900,102400)	Pt	102150	501	0.790691
(101962,102461)(102000,102499)(102000,102500)	Pt	102250	501	0.784804
(102062,102561)(102100,102599)(102100,102600)	Pt	102350	501	0.781776
(102162,102661)(102200,102699)(102200,102700)	Pt	102450	501	0.781512
(102262,102761)(102300,102799)(102300,102800)	Pt	102550	501	0.785956
(102362,102861)(102400,102899)(102400,102900)	Pt	102650	501	0.704635
(102462,102961)(102500,102999)(102500,103000)	Pt	102750	501	0.703601
(102562,103061)(102600,103099)(102600,103100)	Pt	102850	501	0.694537
(102662,103161)(102700,103199)(102700,103200)	Pt	102950	501	0.693784
(102762,103261)(102800,103299)(102800,103300)	Pt	103050	501	0.677523
(102862,103361)(102900,103399)(102900,103400)	Pt	103150	501	0.682293
(102962,103461)(103000,103499)(103000,103500)	Pt	103250	501	0.759849
(103062,103561)(103100,103599)(103100,103600)	Pt	103350	501	0.759500
(103162,103661)(103200,103699)(103200,103700)	Pt	103450	501	0.776424
(103262,103761)(103300,103799)(103300,103800)	Pt	103550	501	0.774900
(103362,103861)(103400,103899)(103400,103900)	Pt	103650	501	0.774671
(103462,103961)(103500,103999)(103500,104000)	Pt	103750	501	0.707438
(103562,104061)(103600,104099)(103600,104100)	Pt	103850	501	0.645733
(103662,104161)(103700,104199)(103700,104200)	Pt	103950	501	0.644592
(103762,104261)(103800,104299)(103800,104300)	Pt	104050	501	0.587246
(103862,104361)(103900,104399)(103900,104400)	Pt	104150	501	0.665374
(103962,104461)(104000,104499)(104000,104500)	Pt	104250	501	0.664648
(104062,104561)(104100,104599)(104100,104600)	Pt	104350	501	0.628935
(104162,104661)(104200,104699)(104200,104700)	Pt	104450	501	0.610123
(104262,104761)(104300,104799)(104300,104800)	Pt	104550	501	0.586577
(104362,104861)(104400,104899)(104400,104900)	Pt	104650	501	0.548351
(104462,104961)(104500,104999)(104500,105000)	Pt	104750	501	0.582784
(104562,105061)(104600,105099)(104600,105100)	Pt	104850	501	0.570639
(104662,105161)(104700,105199)(104700,105200)	Pt	104950	501	0.518473
(104762,105261)(104800,105299)(104800,105300)	Pt	105050	501	0.485159
(104862,105361)(104900,105399)(104900,105400)	Pt	105150	501	0.467078
(104962,105461)(105000,105499)(105000,105500)	Pt	105250	501	0.420008
(105062,105561)(105100,105599)(105100,105600)	Pt	105350	501	0.410025
(105162,105661)(105200,105699)(105200,105700)	Pt	105450	501	0.439997
(105262,105761)(105300,105799)(105300,105800)	Pt	105550	501	0.466099
(105362,105861)(105400,105899)(105400,105900)	Pt	105650	501	0.459326
(105462,105961)(105500,105999)(105500,106000)	Pt	105750	501	0.452045
(105562,106061)(105600,106099)(105600,106100)	Pt	105850	501	0.412398
(105662,106161)(105700,106199)(105700,106200)	Pt	105950	501	0.436365
(105762,106261)(105800,106299)(105800,106300)	Pt	106050	501	0.437176
(105862,106361)(105900,106399)(105900,106400)	Pt	106150	501	0.455640
(105962,106461)(106000,106499)(106000,106500)	Pt	106250	501	0.445471
(106062,106561)(106100,106599)(106100,106600)	Pt	106350	501	0.447753
(106162,106661)(106200,106699)(106200,106700)	Pt	106450	501	0.457938
(106262,106761)(106300,106799)(106300,106800)	Pt	106550	501	0.468714
(106362,106861)(106400,106899)(106400,106900)	Pt	106650	501	0.455633
(106462,106961)(106500,106999)(106500,107000)	Pt	106750	501	0.465752
(106562,107061)(106600,107099)(106600,107100)	Pt	106850	501	0.487191
(106662,107161)(106700,107199)(106700,107200)	Pt	106950	501	0.517765
(106762,107261)(106800,107299)(106800,107300)	Pt	107050	501	0.504249
(106862,107361)(106900,107399)(106900,107400)	Pt	107150	501	0.499790
(106962,107461)(107000,107499)(107000,107500)	Pt	107250	501	0.494203
(107062,107561)(107100,107599)(107100,107600)	Pt	107350	501	0.502195
(107162,107661)(107200,107699)(107200,107700)	Pt	107450	501	0.457116
(107262,107761)(107300,107799)(107300,107800)	Pt	107550	501	0.452128
(107362,107861)(107400,107899)(107400,107900)	Pt	107650	501	0.453497
(107462,107961)(107500,107999)(107500,108000)	Pt	107750	501	0.459048
(107562,108061)(107600,108099)(107600,108100)	Pt	107850	501	0.460783
(107662,108161)(107700,108199)(107700,108200)	Pt	107950	501	0.466720
(107762,108261)(107800,108299)(107800,108300)	Pt	108050	501	0.454339
(107862,108361)(107900,108399)(107900,108400)	Pt	108150	501	0.514803
(107962,108461)(108000,108499)(108000,108500)	Pt	108250	501	0.550751
(108062,108561)(108100,108599)(108100,108600)	Pt	108350	501	0.533906
(108162,108661)(108200,108699)(108200,108700)	Pt	108450	501	0.495746
(108262,108761)(108300,108799)(108300,108800)	Pt	108550	501	0.497342
(108362,108861)(108400,108899)(108400,108900)	Pt	108650	501	0.478484
(108462,108961)(108500,108999)(108500,109000)	Pt	108750	501	0.448135
(108562,109061)(108600,109099)(108600,109100)	Pt	108850	501	0.455945
(108662,109161)(108700,109199)(108700,109200)	Pt	108950	501	0.475388
(108762,109261)(108800,109299)(108800,109300)	Pt	109050	501	0.469202
(108862,109361)(108900,109399)(108900,109400)	Pt	109150	501	0.403447
(108962,109461)(109000,109499)(109000,109500)	Pt	109250	501	0.392230
(109062,109561)(109100,109599)(109100,109600)	Pt	109350	501	0.420237
(109162,109661)(109200,109699)(109200,109700)	Pt	109450	501	0.423247
(109262,109761)(109300,109799)(109300,109800)	Pt	109550	501	0.481193
(109362,109861)(109400,109899)(109400,109900)	Pt	109650	501	0.484068
(109462,109961)(109500,109999)(109500,110000)	Pt	109750	501	0.476478
(109562,110061)(109600,110099)(109600,110100)	Pt	109850	501	0.462418
(109662,110161)(109700,110199)(109700,110200)	Pt	109950	501	0.467350
(109762,110261)(109800,110299)(109800,110300)	Pt	110050	501	0.477963
(109862,110361)(109900,110399)(109900,110400)	Pt	110150	501	0.496075
(109962,110461)(110000,110499)(110000,110500)	Pt	110250	501	0.520048
(110062,110561)(110100,110599)(110100,110600)	Pt	110350	501	0.568880
(110162,110661)(110200,110699)(110200,110700)	Pt	110450	501	0.578837
(110262,110761)(110300,110799)(110300,110800)	Pt	110550	501	0.512047
(110362,110861)(110400,110899)(110400,110900)	Pt	110650	501	0.485441
(110462,110961)(110500,110999)(110500,111000)	Pt	110750	501	0.462220
(110562,111061)(110600,111099)(110600,111100)	Pt	110850	501	0.416757
(110662,111161)(110700,111199)(110700,111200)	Pt	110950	501	0.424154
(110762,111261)(110800,111299)(110800,111300)	Pt	111050	501	0.413824
(110862,111361)(110900,111399)(110900,111400)	Pt	111150	501	0.416979
(110962,111461)(111000,111499)(111000,111500)	Pt	111250	501	0.421956
(111062,111561)(111100,111599)(111100,111600)	Pt	111350	501	0.398092
(111162,111661)(111200,111699)(111200,111700)	Pt	111450	501	0.354124
(111262,111761)(111300,111799)(111300,111800)	Pt	111550	501	0.406758
(111362,111861)(111400,111899)(111400,111900)	Pt	111650	501	0.448934
(111462,111961)(111500,111999)(111500,112000)	Pt	111750	501	0.465326
(111562,112061)(111600,112099)(111600,112100)	Pt	111850	501	0.460344
(111662,112161)(111700,112199)(111700,112200)	Pt	111950	501	0.495185
(111762,112261)(111800,112299)(111800,112300)	Pt	112050	501	0.494438
(111862,112361)(111900,112399)(111900,112400)	Pt	112150	501	0.454223
(111962,112461)(112000,112499)(112000,112500)	Pt	112250	501	0.480639
(112062,112561)(112100,112599)(112100,112600)	Pt	112350	501	0.491644
(112162,112661)(112200,112699)(112200,112700)	Pt	112450	501	0.465441
(112262,112761)(112300,112799)(112300,112800)	Pt	112550	501	0.422907
(112362,112861)(112400,112899)(112400,112900)	Pt	112650	501	0.434640
(112462,112961)(112500,112999)(112500,113000)	Pt	112750	501	0.403415
(112562,113061)(112600,113099)(112600,113100)	Pt	112850	501	0.384848
(112662,113161)(112700,113199)(112700,113200)	Pt	112950	501	0.421254
(112762,113261)(112800,113299)(112800,113300)	Pt	113050	501	0.436702
(112862,113361)(112900,113399)(112900,113400)	Pt	113150	501	0.488057
(112962,113461)(113000,113499)(113000,113500)	Pt	113250	501	0.462704
(113062,113561)(113100,113599)(113100,113600)	Pt	113350	501	0.464724
(113162,113661)(113200,113699)(113200,113700)	Pt	113450	501	0.458994
(113262,113761)(113300,113799)(113300,113800)	Pt	113550	501	0.441246
(113362,113861)(113400,113899)(113400,113900)	Pt	113650	501	0.422119
(113462,113961)(113500,113999)(113500,114000)	Pt	113750	501	0.408127
(113562,114061)(113600,114099)(113600,114100)	Pt	113850	501	0.439543
(113662,114161)(113700,114199)(113700,114200)	Pt	113950	501	0.408537
(113762,114261)(113800,114299)(113800,114300)	Pt	114050	501	0.462989
(113862,114361)(113900,114399)(113900,114400)	Pt	114150	501	0.461316
(113962,114461)(114000,114499)(114000,114500)	Pt	114250	501	0.465177
(114062,114561)(114100,114599)(114100,114600)	Pt	114350	501	0.445792
(114162,114661)(114200,114699)(114200,114700)	Pt	114450	501	0.454740
(114262,114761)(114300,114799)(114300,114800)	Pt	114550	501	0.402903
(114362,114861)(114400,114899)(114400,114900)	Pt	114650	501	0.303059
(114462,114961)(114500,114999)(114500,115000)	Pt	114750	501	0.364188
(114562,115061)(114600,115099)(114600,115100)	Pt	114850	501	0.397146
(114662,115161)(114700,115199)(114700,115200)	Pt	114950	501	0.452051
(114762,115261)(114800,115299)(114800,115300)	Pt	115050	501	0.482143
(114862,115361)(114900,115399)(114900,115400)	Pt	115150	501	0.527784
(114962,115461)(115000,115499)(115000,115500)	Pt	115250	501	0.524892
(115062,115561)(115100,115599)(115100,115600)	Pt	115350	501	0.498653
(115162,115661)(115200,115699)(115200,115700)	Pt	115450	501	0.457182
(115262,115761)(115300,115799)(115300,115800)	Pt	115550	501	0.420744
(115362,115861)(115400,115899)(115400,115900)	Pt	115650	501	0.376865
(115462,115961)(115500,115999)(115500,116000)	Pt	115750	501	0.381149
(115562,116061)(115600,116099)(115600,116100)	Pt	115850	501	0.440995
(115662,116161)(115700,116199)(115700,116200)	Pt	115950	501	0.460071
(115762,116261)(115800,116299)(115800,116300)	Pt	116050	501	0.457143
(115862,116361)(115900,116399)(115900,116400)	Pt	116150	501	0.459579
(115962,116461)(116000,116499)(116000,116500)	Pt	116250	501	0.429051
(116062,116561)(116100,116599)(116100,116600)	Pt	116350	501	0.422418
(116162,116661)(116200,116699)(116200,116700)	Pt	116450	501	0.415440
(116262,116761)(116300,116799)(116300,116800)	Pt	116550	501	0.426241
(116362,116861)(116400,116899)(116400,116900)	Pt	116650	501	0.449256
(116462,116961)(116500,116999)(116500,117000)	Pt	116750	501	0.461365
